1,9684,4.9205
1,9090,4.4877
1,9652,4.3526
1,9574,4.3308
1,9281,4.2218
1,9891,4.0435
1,7844,4.0060
1,6171,4.0051
1,9198,3.9837
1,8446,3.9697
1,5690,3.8744
1,6850,3.8461
1,9584,3.8146
1,9591,3.8146
1,9616,3.7336
1,5493,3.6816
1,6567,3.6783
1,6915,3.6580
1,7853,3.6413
1,5023,3.6413
1,7732,3.6045
1,8871,3.5835
1,8124,3.5106
1,6602,3.4899
1,7353,3.4508
1,9665,3.3546
1,8564,3.3187
1,7735,3.2902
1,8419,3.2899
1,7730,3.2521
1,9069,3.2193
1,8179,3.2046
1,7745,3.2007
1,9394,3.1251
1,9625,3.1251
1,9156,3.1251
1,5936,3.1189
1,9961,3.1189
1,6675,3.0739
1,7811,3.0739
1,5014,3.0513
1,7553,2.9645
1,7980,2.9616
1,6473,2.9549
1,7771,2.9326
1,8270,2.8977
1,8375,2.8936
1,9530,2.8789
1,5368,2.8789
1,7925,2.8587
1,6927,2.8302
1,5019,2.8215
1,6470,2.8145
1,8170,2.8056
1,7821,2.8056
1,6182,2.7634
1,9572,2.7482
1,6894,2.7482
1,10034,2.7254
1,5660,2.7031
1,6848,2.7031
1,6640,2.6883
1,9478,2.6582
1,6050,2.6542
1,7879,2.6364
1,5687,2.6292
1,9595,2.6292
1,5169,2.6007
1,8922,2.6007
1,7598,2.6007
1,6381,2.6007
1,6907,2.5902
1,9371,2.5902
1,6484,2.5902
1,9860,2.5902
1,9247,2.5902
1,7965,2.5761
1,5776,2.5761
1,7909,2.5720
1,5825,2.5720
1,6964,2.5339
1,7151,2.5339
1,7183,2.5339
1,8741,2.5330
1,8326,2.5022
1,9499,2.5022
1,9853,2.5022
1,7142,2.5022
1,9192,2.5022
1,9076,2.4958
1,6601,2.4958
1,6308,2.4958
1,5506,2.4888
1,6342,2.4377
1,6967,2.4286
1,7532,2.4286
1,5101,2.4286
1,8684,2.4069
1,5807,2.4069
1,7206,2.4069
1,7396,2.4069
1,6006,2.3997
1,8370,2.3774
1,6300,2.3774
1,5350,2.3774
1,5698,2.3774
1,6471,2.3774
1,6849,2.3774
1,5625,2.3626
1,8545,2.3626
1,9071,2.3626
1,6780,2.3626
1,8740,2.3626
1,7715,2.3626
1,8187,2.3626
1,5229,2.3626
1,6410,2.3626
1,5464,2.3626
1,5095,2.3626
1,5697,2.3607
1,5954,2.3607
1,9315,2.3607
1,9487,2.3607
1,7230,2.3607
1,8716,2.3607
1,6971,2.3607
1,8856,2.3035
1,7872,2.2772
1,8860,2.2772
1,5495,2.2772
1,6521,2.2726
1,8276,2.2726
1,9589,2.2726
1,6578,2.2726
1,7623,2.2726
1,9484,2.2726
1,5569,2.2726
1,9327,2.2726
1,5672,2.2082
1,5663,2.2082
1,6310,2.2082
1,7953,2.2082
1,9582,2.2082
1,7964,2.2082
1,9079,2.2082
1,9078,2.2082
1,5957,2.2082
1,7335,2.2082
1,8605,2.1701
1,9209,2.1701
1,8193,2.1701
2,5715,4.5903
2,9677,4.5337
2,6327,4.5123
2,9081,4.1435
2,6079,3.9905
2,7179,3.8358
2,7553,3.8085
2,5766,3.6907
2,5638,3.5831
2,5653,3.5595
